title;handle;vendor;product_type;tags;created_at;price;sku;image;weight;shape;foam;collection;game_level;frame;surface;professional_player;color;racket_type;balance;gender;racket_cover
RAQUETTE DE TEST - Raquette de padel Bullpadel Icon 2026;raquette-de-test-raquette-de-padel-bullpadel-icon-2026;Bullpadel;Programme test;fait, tout;2025-09-16T11:15:45+02:00;150;10900;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Bullpadel-Icon2026-Face.png?v=1756820460;;;;;;;;pro;;;;;
RAQUETTE DE TEST - Raquette de padel Bullpadel Hack 04 Comfort 2026;raquette-de-test-raquette-de-padel-bullpadel-hack-04-comfort-2026;Bullpadel;Programme test;fait, tout;2025-09-16T11:10:44+02:00;150;10896;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Bulpadel-hack-comfort-2026-face.jpg?v=1756801244;;;;2025;;;;pro;;;;;
RAQUETTE DE TEST - Raquette de padel Bullpadel Vertex 05 Woman 2026;raquette-de-test-raquette-de-padel-bullpadel-vertex-05-woman-2026;Bullpadel;Programme test;fait, tout;2025-09-16T11:08:25+02:00;150;10895;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Bullpadel-Vertex-05-Woman-2026-Face_c2263226-0d68-4fbf-99c5-fc738bd65edd.png?v=1756884014;;;;;;;;pro;;;;;
RAQUETTE DE TEST - Raquette de padel Bullpadel Hack 04 Hybrid 2026;raquette-de-test-raquette-de-padel-bullpadel-hack-04-hybrid-2026;Bullpadel;Programme test;fait, tout;2025-09-16T11:06:44+02:00;150;10893;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Bullpadel-Hack-04-Hybrid-2026-Face.png?v=1756802691;;;;2025;;;;pro;;;;;
RAQUETTE DE TEST - Raquette de padel Bullpadel Flow Legend 2026;raquette-de-test-raquette-de-padel-bullpadel-flow-legend-2026;Bullpadel;Programme test;fait, tout;2025-09-16T10:55:28+02:00;150;10891;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Bullpadel-Flow-Legend-2026-Face.png?v=1756881051;;;;;;;;pro;;;;;
RAQUETTE DE TEST - Raquette de padel Bullpadel Elite Woman 2026;raquette-de-test-raquette-de-padel-bullpadel-elite-woman-2026;Bullpadel;Programme test;fait, tout;2025-09-16T10:41:55+02:00;150;10888;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Bullpadel-Elite-Woman-2026-Face_8b1d1137-1398-40bf-b921-cf9ab29f428a.png?v=1756885753;;;;;;;;pro;;;;;
RAQUETTE DE TEST - Raquette de padel Bullpadel Hack 04 2026;raquette-de-test-raquette-de-padel-bullpadel-hack-04-2026;Bullpadel;Programme test;fait, tout;2025-09-16T10:30:28+02:00;150;10886;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-bullpadel-hack-04-2026-face1.png?v=1758527555;;;;;;;;pro;;;;;
RAQUETTE DE TEST - Raquette de padel Bullpadel Wonder 2026;raquette-de-test-raquette-de-padel-bullpadel-wonder-2026;Bullpadel;Programme test;fait, tout;2025-09-16T10:25:22+02:00;150;10885;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-bullpadel-wonder-face.png?v=1756886002;;;;;;;;pro;;;;;
RAQUETTE DE TEST - Raquette de padel Head Extreme Team 2025;raquette-de-test-raquette-de-padel-head-extreme-team-2025;Head;Programme test;fait, tout;2025-09-10T15:05:04+02:00;150;10875;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-head-extreme-team-2025-face.png?v=1754381923;;;;2025;;;;pro;;;;;
RAQUETTE DE TEST - Head Extreme Motion 2025;raquette-de-test-head-extreme-motion-2025;Head;Programme test;fait, tout;2025-09-10T14:48:19+02:00;150;10873;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-head-extreme-motion-2025-face.png?v=1754320281;;;;2025;;;;pro;;;;;
RAQUETTE DE TEST - Raquette de padel Head Extreme Pro 2025;raquette-de-test-raquette-de-padel-head-extreme-pro-2025;Head;Programme test;fait, tout;2025-09-10T14:40:48+02:00;150;10871;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Head-Extreme-Pro-2025-Face.png?v=1756967597;;;;2025;;;;pro;;;;;
Raquette de padel Black Crown Piton White 2025;raquette-de-padel-black-crown-piton-white-2025;Black Crown;Raquettes;fait, tout;2025-09-16T09:22:04+02:00;159.9;10884;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-black-crown-piton-white-2025-face.png?v=1758009410;;forme;mousse;2025;;carbone;sablée;pro;white;;;;
Raquette de padel Black Crown Piton White Soft 2025;raquette-de-padel-black-crwon-piton-white-soft-2025;Black Crown;Raquettes;fait, tout;2025-09-16T09:18:21+02:00;139.9;10883;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Black-CrownPiton-White-Soft-2025-Face.png?v=1758010487;;forme;mousse;2025;;carbone;sablée;pro;white;attaque;;;
Raquette de padel Siux Spyder 4 Control Flex 2025;raquette-de-padel-siux-spyder-4-control-flex-2025;Siux;Raquettes;fait, tout;2025-09-12T16:49:10+02:00;79.9;10881;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Siux-Spyder-4-Control-Flex-2025-Face.png?v=1757921846;;forme;mousse;2025;;;;pro;;;;;
Raquette de padel Adidas Cross It Carbon 3.4 Maxi Arce 2025;raquette-de-padel-adidas-cross-it-carbon-maxi-arce-2025;Adidas;Raquettes;fait, tout;2025-08-05T16:42:18+02:00;219.9;10780;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Adidas-Cross-It-Carbon-Maxi-Arce-2025-Face.png?v=1754405965;;forme;mousse;2025;;carbone;;pro;;attaque;;;
Raquette de padel Adidas Adipower 10 Anniversary 2025;raquette-de-padel-adidas-adipower-10-anniversary-2025;Adidas;Raquettes;tout;2025-07-30T14:43:04+02:00;349.9;10760;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Adidas-Adipower-10-Anniversary-2025-Face.png?v=1757338094;;forme;mousse;2025;;carbone;;;;;;;
Raquette de padel Black Crown Piton Air 12K 2024;raquette-de-padel-black-crown-piton-air-12k-2024;Black Crown;Raquettes;tout;2024-01-15T14:08:21+01:00;134.9;6453;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Black-Crown-Piton-Air-12k-Black-Crown-face.png?v=1705324351;;forme;mousse;;;carbone;sablée;pro;white;attaque;;;housse
Raquette de padel Head Elite LTD 2025;raquette-de-padel-head-elite-ltd-2025;Head;Raquettes;fait, tout;2025-09-03T11:14:29+02:00;279.9;10827;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Head-Elite-LTD-2025-Face.png?v=1756892144;;forme;foam;2025;;carbone;;pro;;;;;
Raquette de padel Wilson Blade Pro V2 Gold;raquette-de-padel-wilson-blade-pro-2023;Wilson;Raquettes;+ de 200€, Avancé, Carbon, Goutte d'eau, NONOX, NORNOX, Polyvalente, Soft EVA, tout, Tout s Nox, Wilson;2023-01-25T11:19:07+01:00;189.9;3686;https://cdn.shopify.com/s/files/1/0430/1861/6996/products/raquette-de-padel-wilson-blade-pro-gold-2023-face.jpg?v=1674643925;;forme;mousse;;;carbone;;pro;noir;polyvalente;;;
Raquette de padel Volt 900 V23;raquette-de-padel-volt-900-v4;Volt;Raquettes;tout;2024-05-02T14:45:24+02:00;119.9;7355;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/volt-padel-raquette-de-padel-900-v23-face.jpg?v=1714654101;;forme;mousse;;;carbone;sablée;;noir;polyvalente;;;
Raquette de padel Volt 1000 V23;raquette-de-padel-volt-1000-v23;Volt;Raquettes;tout;2024-05-02T11:51:26+02:00;129.9;7353;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/volt-padel-raquette-de-padel-1000-v23-face.jpg?v=1714643670;;forme;mousse;;;carbone;;pro;noir;;;;
Raquette de padel Nox Equation Soft Advanced 2026;raquette-de-padel-nox-equation-soft-2026;Nox;Raquettes;fait, tout;2025-09-26T11:23:20+02:00;124.9;11123;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-Nox-equation-soft-2026-face.png?v=1758879931;;forme;mousse;2025;;carbone;;pro;;;;;
Raquette de padel Nox AT Pro Cup Soft 2026;raquette-de-padel-nox-at-pro-cup-soft-2026;Nox;Raquettes;fait, tout;2025-09-26T10:17:23+02:00;199.9;11121;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-Nox-AT-Pro-Cup-soft-2026-face.png?v=1758875962;;forme;mousse;2025;;carbone;;tapia;;;;;
Raquette de padel Nox Equation Hard Advanced 2026;raquette-de-padel-nox-equation-hard-advanced-2026;Nox;Raquettes;fait, tout;2025-09-26T10:12:18+02:00;124.9;11120;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Nox-Equation-Hard-Advanced-2026-Face.png?v=1758875510;poids;;mousse;;;carbone;;pro;noir;;;;
Raquette de padel Nox AT Pro Cup Hard 2026;raquette-de-padel-nox-at-pro-cup-hard-2026;Nox;Raquettes;fait, tout;2025-09-26T09:59:20+02:00;199.9;11119;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-Nox-AT-Pro-Cup-2026-face.png?v=1758873294;;forme;mousse;;;carbone;;pro;;;;;
Raquette de padel Nox Ventus Hybrid 12k Lite 2026;raquette-de-padel-nox-ventus-hybrid-12k-lite-2026;Nox;Raquettes;fait, tout;2025-09-26T09:23:47+02:00;299.9;11118;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Nox-Ventus-Hybrid-12k-Lite-2026-Face.png?v=1758873538;poids;forme;mousse;;;carbone;sablée;pro;bleu;attaque;;;
Raquette de padel Nox VK10 Ventus Control 12K by Aranzazu Osoro 2026;raquette-de-padel-nox-vk10-ventus-control-12k-2026;Nox;Raquettes;fait, tout;2025-09-25T08:04:11+02:00;299.9;11117;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-Nox-VK10-Controle-xtreme-face.png?v=1758870849;poids;forme;mousse;;;carbone;sablée;pro;;attaque;;;
Raquette de padel Nox ML10 Ventus Control 3K 2026;raquette-de-padel-nox-ml10-ventus-control-3k;Nox;Raquettes;fait, tout;2025-09-24T16:37:08+02:00;339.9;11116;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-nox-ml10-ventus-control-3k-face.png?v=1758725846;poids;forme;mousse;;;carbone;;pro;;attaque;;;
Raquette de padel Nox EA10 Ventus Hybrid 12K Xtreme 2026;raquette-de-padel-nox-ea10-ventus-hybrid-12k-xtreme-2026;Nox;Raquettes;fait, tout;2025-09-24T16:21:01+02:00;339.9;11115;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-Nox-EA10-hybrid-xtreme-face.png?v=1758725092;;forme;mousse;;;carbone;sablée;pro;rouge;polyvalente;;;
Raquette de padel Nox EA10 Ventus Attack 12k Xtreme 2026;raquette-de-padel-nox-ea10-ventus-attack-12k-xtreme-2026;Nox;Raquettes;fait, tout;2025-09-24T16:20:45+02:00;339.9;11114;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Nox-EA10-Ventus-Attack-12k-Xtreme-2026-Face.png?v=1758725491;weight;forme;mousse;collection;;carbone;sablée;pro;;attaque;balance;;
Raquette de padel Nox AT10 Genius 12K Alum Xtreme Lite 2026;raquette-de-padel-nox-at10-genius-12k-alum-xtreme-lite-2026;Nox;Raquettes;fait, tout;2025-09-24T15:13:57+02:00;339.9;11112;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Nox-AT10-Genius-12K-Alum-Xtreme-Lite-2026-Face.png?v=1758721666;weight;forme;mousse;;;carbone;sablée;pro;white;attaque;balance;;
Raquette de padel Nox AT10 Genius Attack 12K Alum Xtreme 2026;raquette-de-padel-nox-at10-genius-attack-12k-alum-xtreme;Nox;Raquettes;fait, tout;2025-09-24T15:13:30+02:00;359.9;11113;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-nox-at10-genius-attack-12k-alum-xtreme-avant.png?v=1758720929;weight;forme;;;;carbone;;pro;;attaque;balance;;
Raquette de padel Nox AT10 Genius 12K Alum Xtreme by Agustín Tapia 2026;raquette-de-padel-nox-at10-genius-12k-alum-xtreme-by-agustin-tapia;Nox;Raquettes;fait, tout;2025-09-24T14:16:50+02:00;389.9;11111;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/nox-at10-luxury-genius-12k-alum-xtrem-2026.jpg?v=1758716037;weight;forme;mousse;;;carbone;sablée;tapia;noir;;balance;;
Raquette de padel Nox AT10 Genius Attack 18k Alum 2026;raquette-de-padel-nox-at10-genius-attack-18k-alum-2026;Nox;Raquettes;fait, tout;2025-09-24T14:14:56+02:00;359.9;11110;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Nox-AT10-Genius-Attack-18k-Alum-2026-Face_851d4486-b2a7-4a35-ab46-ba8b777c1585.png?v=1758719390;weight;forme;mousse;;;carbone;sablée;pro;;attaque;balance;;
Raquette de padel Nox AT10 Genius 18K Alum 2026;raquette-de-padel-nox-at10-genius-18k-alum-2026;Nox;Raquettes;fait, tout;2025-09-24T14:13:59+02:00;389.9;11109;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-nox-at10-genius-18k-alum-2026-face.png?v=1758718446;weight;forme;;;;carbone;;pro;noir;polyvalente;balance;;
Raquette de padel Prince Premier V2;raquette-de-padel-prince-premier-v2;Prince;Raquettes;fait, tout;2025-09-03T14:43:26+02:00;149.9;10832;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-prince-premier-v2-face.png?v=1756904506;;forme;mousse;;;carbone;;pro;;;;;
Raquette de padel Prince Phantom V2;raquette-de-padel-prince-phantom-v2;Prince;Raquettes;fait, tout;2025-09-03T14:04:00+02:00;149.9;10831;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padelPrince-Phantom-V2-Face.png?v=1756904178;;forme;mousse;;;carbone;;;noir;;;;
Raquette de padel Prince Rocket;raquette-de-padel-prince-rocket;Prince;Raquettes;fait, tout;2025-09-03T11:47:57+02:00;95.9;10828;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-prince-rocket-face_322b3d4f-2f00-428f-9f13-591cb59d9ad9.png?v=1756894812;;forme;mousse;;;carbone;;pro;;;balance;;
Raquette de padel Adidas Adipower Legend 2025;raquette-de-padel-adidas-adipower-legend-2025;Adidas;Raquettes;tout;2025-07-30T14:43:01+02:00;259.9;10759;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Adidas-Adipower-Legend-2025-Face.png?v=1758697162;;forme;mousse;2025;;carbone;;pro;;attaque;;;
Raquette de padel Fila The Exordior Bleu;raquette-de-padel-fila-the-exorditor-bleu;Fila;Raquettes;- de 100€, Fibre de verre, Fila, NONOX, NORNOX, Ronde, Soft EVA, tout, Tout s Nox;2023-03-07T11:32:29+01:00;64.9;3910;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-fila-the-exorditor-bleu-face.png?v=1743776656;;forme;mousse;;;carbone;;;;;;;
Raquette de padel Head Cyber 2025;raquette-de-padel-head-cyber-2025;Head;Raquettes;tout;2025-04-24T15:48:45+02:00;94.9;9962;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-head-cyber-2025-cote-avant.png?v=1758017172;;forme;foam;2025;;;;pro;noir;attaque;;;
Raquette de padel Head Attitude 2025;raquette-de-padel-head-attitude-2025;Head;Raquettes;tout;2025-04-24T11:23:46+02:00;89.9;9961;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Head-Attitude-2025-Face.png?v=1758016891;;forme;foam;2025;;;;pro;rouge;attaque;;;
Raquette de padel Head Extreme XTR 2025;raquette-de-padel-head-extreme-xtr-2025;Head;Raquettes;fait, tout;2025-04-24T08:42:16+02:00;109.9;9958;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Head-Extreme-XTR-2025-Face.png?v=1758017417;;forme;foam;2025;;;;;noir;;;;
Raquette de padel Head Extreme Power 2025;raquette-de-padel-head-extreme-power-2025;Head;Raquettes;fait, tout;2025-04-23T14:46:26+02:00;109.9;9957;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-head-extreme-power-2025-Face_e0fdd9c4-990e-4fe1-b60d-fd57e76dd8a1.png?v=1758198113;;forme;foam;2025;;;;pro;bleu;;;;
Raquette de padel Head Evo Extreme 2025;raquette-de-padel-head-evo-extreme-2025;Head;Raquettes;fait, tout;2025-09-12T14:55:33+02:00;79.9;10880;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Head-Evo-Extreme-2025-Face.png?v=1757682916;poids;forme;foam;2025;;carbone;;pro;;;;;
Raquette de padel Volt 500 V5;raquette-de-padel-volt-500-v5;Volt;Raquettes;fait, tout;2025-08-13T09:27:10+02:00;229.9;10799;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Volt-500-V5-face.png?v=1755070493;;forme;mousse;;;carbone;sablée;;white;;;;
Raquette de padel Volt 700 V5;raquette-de-padel-volt-700-v5;Volt;Raquettes;fait, tout;2025-08-13T09:22:02+02:00;249.9;10798;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Volt-700-V5-face.png?v=1755069358;;forme;mousse;;;carbone;sablée;pro;rouge;polyvalente;;;
Raquette de padel Volt 1000 V5;raquette-de-padel-volt-1000-v5;Volt;Raquettes;fait, tout;2025-08-12T09:14:18+02:00;279.9;10789;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Volt-1000-V5-face.png?v=1754982683;;forme;mousse;;;carbone;;pro;noir;;;;
Raquette de padel Head Revolt 2025;raquette-de-padel-head-revolt-2025;Head;Raquettes;tout;2025-04-24T09:06:23+02:00;79.9;9959;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-head-revolve-2025-Face.png?v=1758012338;;forme;foam;2025;;carbone;;pro;bleu;;;;
Raquette de padel Tecnifibre Wall Master 360;raquette-de-padel-tecnifibre-wall-master-360-2023;Tecnifibre;Raquettes;100€ - 150€, Contrôle, Graphite, Hard EVA, Intermédiaire, NONOX, NORNOX, Ronde, Tecnifibre, tout, Tout s Nox;2023-06-09T09:37:07+02:00;64.9;4740;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-tecnifibre-wall-master-360-2023-face.jpg?v=1686296260;;forme;mousse;;;carbone;sablée;pro;;;;;
Raquette de padel Nox FR Prestige 2.0 2025;raquette-de-padel-nox-fr-prestige-2-0-2025;Nox;Raquettes;fait, tout;2025-09-04T11:02:47+02:00;199.9;10836;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-nox-fr-prestige-2-0-2025-devant.png?v=1756978752;;forme;mousse;2025;;carbone;;pro;noir;polyvalente;;;
Raquette de Padel Dunlop Inferno Carbon Extreme;raquette-de-padel-dunlop-inferno-carbon-extreme;Dunlop;Raquettes;tout;2024-05-16T11:00:52+02:00;119.95;7389;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-Padel-Dunlop-Inferno-Carbon-Extreme-Face.png?v=1715850845;;forme;mousse;;;carbone;;pro;;;;;
Raquette de padel Black Crown Piton Attack 12K+;raquette-de-padel-black-crown-piton-attack-12k;Black Crown;Raquettes;+ de 200€, Avancé, Black Crown, Carbone, Expert, Fibre de verre, Goutte d'eau, NONOX, NORNOX, Polyvalente, puissance, Puissante, tout, Tout s Nox;2021-12-07T12:00:53+01:00;124.9;1233;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-padel-piton-12-black-crown_7468c1d1-1ff1-4104-bb2f-5a15daa0d657.png?v=1743514522;;forme;;;;carbone;;pro;;;;;
Raquette de padel Babolat Alioth Junior 2025;raquette-de-padel-babolat-alioth-junior-2025;Babolat;Raquettes;fait, tout;2025-06-30T15:15:19+02:00;99.9;10540;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Babolat-Alioth-Junior-2025-Face.png?v=1751352198;weight;forme;mousse;2025;;;;pro;bleu;;;;
Raquette de padel Babolat Alioth Pro Junior 2025;raquette-de-padel-babolat-alioth-pro-junior-2025;Babolat;Raquettes;fait, tout;2025-06-30T14:17:44+02:00;139.9;10539;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Babolat-Alioth-Pro-Junior-Face.png?v=1751287362;weight;forme;mousse;2025;;carbone;;pro;;;;;
Raquette de padel Babolat Alioth Mini Junior 2025;raquette-de-padel-babolat-alioth-mini-junior-2025;Babolat;Raquettes;fait, tout;2025-07-01T09:19:28+02:00;79.9;10542;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Babolat-Alioth-Mini-Junior-2025-Face.png?v=1751355911;weight;forme;mousse;2025;;;;;bleu;;;;
Raquette de padel Bullpadel Wonder 2026;raquette-de-padel-bullpadel-wonder-2026;Bullpadel;Raquettes;fait, tout;2025-09-03T09:37:12+02:00;269.9;10825;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/raquette-de-padel-bullpadel-wonder-face.png?v=1756886002;weight;forme;mousse;;;carbone;sand;pro;;attaque;;;
Raquette de padel Bullpadel Elite Woman 2026;raquette-de-padel-bullpadel-elite-woman-2026;Bullpadel;Raquettes;fait, tout;2025-09-03T08:44:34+02:00;269.9;10824;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Bullpadel-Elite-Woman-2026-Face_8b1d1137-1398-40bf-b921-cf9ab29f428a.png?v=1756885753;;forme;mousse;;;carbone;;pro;;attaque;;;
Raquette de padel Bullpadel Flow Legend 2026;raquette-de-padel-bullpadel-flow-legend-2026;Bullpadel;Raquettes;fait, tout;2025-09-02T17:15:08+02:00;249.9;10823;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Bullpadel-Flow-Legend-2026-Face.png?v=1756881051;poids;forme;mousse;;;carbone;;pro;;;;;
Raquette de padel Bullpadel Icon 2026;raquette-de-padel-bullpadel-icon-2026;Bullpadel;Raquettes;fait, tout;2025-09-02T15:12:33+02:00;279.9;10819;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Bullpadel-Icon2026-Face.png?v=1756820460;weight;forme;mousse;;;carbone;;pro;;attaque;;;
Raquette de padel Bullpadel Neuron 02 Edge 2026;raquette-de-padel-bullpadel-neuron-edge-2026;Bullpadel;Raquettes;fait, tout;2025-09-02T14:33:02+02:00;319.9;10818;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/neuron02edge.jpg?v=1756818268;weight;forme;mousse;2025;;carbone;;pro;;;;;
Raquette de padel Bullpadel Neuron 02 2026;raquette-de-padel-bullpadel-neuron-02-2026;Bullpadel;Raquettes;fait, tout;2025-09-02T14:11:24+02:00;319.9;10817;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Bullpadel-Neuron-02-2026-Face.png?v=1756818213;weight;forme;mousse;;;carbone;;pro;;;;;
Raquette de padel Bullpadel XPLO Comfort 2026;raquette-de-padel-bullpadel-xplo-comfort-2026;Bullpadel;Raquettes;fait, tout;2025-09-02T11:40:19+02:00;239.9;10816;https://cdn.shopify.com/s/files/1/0430/1861/6996/files/Raquette-de-padel-Bullpadel-XPLO-Comfort-2026-Face.png?v=1756814926;weight;forme;mousse;;;carbone;;pro;;;;;
